movieCd,movieNm,showTm,nationNm,genres_1,directorNm,actor1_Nm,dist_companyNm,view,openMonth,is_adult
20050148,친절한 금자씨,112.0,1,3,박찬욱,이영애,CJ ENM,3122289,07,1.0
20050077,댄서의 순정,110.0,1,1,박영훈,박건형,쇼이스트(주),1856761,04,0.0
20050342,청연,133.0,1,1,윤종찬,장진영,코리아픽쳐스(주),496061,12,0.0
20050180,웰컴 투 동막골,133.0,1,1,박광현,신하균,(주)쇼박스,6436900,08,0.0
20050163,왕후 심청,94.0,1,12,넬슨 신,강희선,(주)영화사한결,72702,08,0.0
20050216,형사 Duelist,113.0,1,7,이명세,강동원,코리아픽쳐스(주),922680,09,0.0
20050283,"소년, 천국에 가다",114.0,1,1,윤태용,염정아,(주)쇼박스,207189,11,0.0
20050173,갇힌 여인,117.0,3,1,샹탈 애커만,실비 테스튀,(주)이모션픽처스,1896,12,1.0
20050164,더 독,100.0,3,2,루이스 리테리어,이연걸,(주)아펙스 엔터테인먼트,321208,09,0.0
20050027,코러스,97.0,3,1,크리스토퍼 파라티에,제라르 쥐노,(주)영화사한결,99342,03,0.0
20050041,인게이지먼트,134.0,3,1,장 피에르 주네,오드리 토투,워너브러더스 코리아(주),31214,03,0.0
20050028,밀리언 달러 베이비,132.0,2,1,클린트 이스트우드,힐러리 스웽크,(주)노바미디어,731154,03,0.0
20050280,미스터 소크라테스,109.0,1,2,최진원,김래원,롯데쇼핑㈜롯데엔터테인먼트,1066103,11,1.0
20050333,왕의 남자,119.0,1,1,이준익,감우성,(주)시네마서비스,10514177,12,0.0
20040790,뉴 폴리스 스토리,121.0,3,2,진목승,성룡,(유)영화사 화수분,341510,01,0.0
20050025,피와 뼈,142.0,3,1,최양일,기타노 다케시,(주)영화사 진진,9882,02,1.0
20050250,당신이 사랑하는 동안에,114.0,2,1,폴 맥기건,조쉬 하트넷,(주)에이앤비픽쳐스,144759,10,0.0
20050038,아무도 모른다,140.0,3,1,고레에다 히로카즈,키타우라 아유,(주)디스테이션,39622,04,0.0
20050010,콘스탄틴,120.0,2,1,프란시스 로렌스,키아누 리브스,워너브러더스 코리아(주),1736163,02,0.0
20050078,킹덤 오브 헤븐,137.0,2,2,리들리 스콧,리암 니슨,이십세기폭스필름코퍼레이션,1237269,05,0.0
20050008,B형 남자친구,96.0,1,5,최석원,이동건,롯데쇼핑㈜롯데엔터테인먼트,1174581,02,0.0
20050135,분홍신,103.0,1,8,김용균,김혜수,(주)쇼박스,1073189,06,0.0
20050083,연애술사,109.0,1,7,천세환,연정훈,CJ ENM,1014372,05,0.0
20040744,샤크,90.0,2,12,비키 젠슨,윌 스미스,CJ ENM,898316,01,0.0
20050046,남극일기,114.0,1,3,임필성,박희순,(주)쇼박스,871235,05,0.0
20050233,강력 3반,111.0,1,2,손희창,김민준,롯데쇼핑㈜롯데엔터테인먼트,828112,09,0.0
20040776,쿵푸 허슬,99.0,3,5,주성치,주성치,소니픽쳐스릴리징코리아,823559,01,0.0
20040775,키다리 아저씨,98.0,1,1,공정식,하지원,CJ ENM,440850,01,0.0
20050011,파송송 계란탁,120.0,1,5,오상훈,이인성,CJ ENM,1003026,02,0.0
20040778,마파도,107.0,1,5,추창민,김수미,CJ ENM,2636857,03,0.0
20050110,연애의 목적,121.0,1,1,한재림,강혜정,CJ ENM,1524898,06,1.0
20050178,박수칠 때 떠나라,115.0,1,1,장진,차승원,(주)시네마서비스,2073641,08,0.0
20050160,가발,106.0,1,8,원신연,방중현,CJ ENM,448161,08,0.0
20050282,러브토크,118.0,1,7,이윤기,김지수,CJ ENM,14320,11,1.0
20050323,연애,100.0,1,1,오석근,김지숙,CJ ENM,16665,12,1.0
20050245,사랑니,115.0,1,7,정지우,김정은,(주)시네마서비스,135702,09,0.0
20050049,주먹이 운다(Crying Fist),134.0,1,1,류승완,최민식,쇼이스트(주),1462972,04,0.0
20050220,외출,105.0,1,7,허진호,배용준,쇼이스트(주),678916,09,1.0
20040786,공공의 적 2,149.0,1,1,강우석,설경구,(주)시네마서비스,3134424,01,0.0
20050288,무영검,104.0,1,2,김영준,신현준,CJ ENM,519722,11,0.0
20040785,말아톤,117.0,1,1,정윤철,조승우,(주)쇼박스,4196859,01,0.0
20050197,종려나무 숲,107.0,1,1,유상욱,김민종,롯데쇼핑㈜롯데엔터테인먼트,14323,09,0.0
20050271,오로라 공주,106.0,1,11,방은진,엄정화,(주)시네마서비스,830538,10,1.0
20050303,용서받지 못한 자,122.0,1,1,윤종빈,서장원,영화사청어람(주),10790,11,0.0
20040751,"여자, 정혜",95.0,1,1,이윤기,김꽃비,(주)쇼박스,41943,03,0.0
20050326,태풍,125.0,1,1,곽경택,김혜정,CJ ENM,3471150,12,0.0
20050055,나는 나를 파괴할 권리가 있다,93.0,1,1,전수일,추상미,무비즈엔터테인먼트㈜,1334,04,0.0
20050324,킹콩,186.0,2,1,피터 잭슨,잭 블랙,UIP코리아,3470059,12,0.0
20050064,간 큰 가족,102.0,1,5,조명남,감우성,(주)쇼박스,1305518,06,0.0
20050219,가문의 위기(가문의 영광2),115.0,1,5,정용기,신현준,(주)쇼박스,4529876,09,0.0
20050237,미스터 주부퀴즈왕,107.0,1,5,유선동,공형진,(주)쇼박스,337772,09,0.0
20050306,애인,98.0,1,7,김태은,성현아,(주)쇼박스,98639,12,1.0
20050261,야수와 미녀,101.0,1,5,이계벽,류승범,(주)쇼박스,1339833,10,0.0
20050013,잠복근무,111.0,1,5,박광춘,김원진,(주)쇼박스,1533225,03,0.0
20050141,천군,106.0,1,2,민준기,박중훈,(주)쇼박스,933147,07,0.0
20040683,스왈로우테일 버터플라이,147.0,3,1,이와이 슌지,미카미 히로시,(주)튜브엔터테인먼트,9337,06,1.0
20050365,올리버 트위스트,129.0,3,1,로만 폴란스키,벤 킹슬리,(주)시네마서비스,1189,12,0.0
20050153,목두기 비디오,53.0,1,3,윤준형,양아람,(주)동숭아트센터,1000,07,0.0
20050082,이터널 선샤인,107.0,2,7,미셸 공드리,짐 캐리,(주)노바미디어,506609,11,0.0
20050015,태풍태양,107.0,1,1,정재은,김강우,쇼이스트(주),47935,06,0.0
20050189,"이대로, 죽을 순 없다(Short Time)",106.0,1,5,이영은,이범수,쇼이스트(주),679352,08,0.0
20050093,폼포코 너구리 대작전,119.0,3,12,다카하타 이사오,신초우 코콘데이,대원씨앤에이홀딩스,23587,04,0.0
20050258,신화 : 진시황릉의 비밀,122.0,3,2,당계례,김희선,씨네그루(주)다우기술,449232,10,0.0
20050332,파랑주의보,95.0,1,1,전윤수,송혜교,아이러브시네마,237284,12,0.0
20050276,"사랑해, 말순씨",92.0,1,1,박흥식,김동영,쇼이스트(주),349118,11,0.0
20050340,내 미국 삼촌,125.0,3,1,알랭 레네,제라르 드빠르디유,㈜영화사 백두대간,2479,12,0.0
20050203,로렌조의 밤,107.0,3,1,파올로 타비아니,오메로 안토누티,㈜영화사 백두대간,2079,08,0.0
20050139,인 디스 월드,88.0,3,1,마이클 윈터바텀,자멀 우딘 토라비,㈜영화사 백두대간,8316,07,0.0
20050190,첼로-홍미주 일가 살인사건,94.0,1,8,이우철,성현아,(주)튜브엔터테인먼트,158318,08,0.0
20050111,녹색의자,100.0,1,1,박철수,서정,(주)미로비젼,11022,06,1.0
20050330,작업의 정석,100.0,1,5,오기환,손예진,(주)쇼박스,1853623,12,0.0
20050238,칠검,118.0,3,2,서극,견자단,(주)튜브엔터테인먼트,285195,09,0.0
20050318,6월의 일기,106.0,1,1,임경수,신은경,(주)쇼박스,593867,12,0.0
20050256,새드무비,108.0,1,1,권종관,신민아,롯데쇼핑㈜롯데엔터테인먼트,902077,10,0.0
20050305,나의 결혼원정기,123.0,1,1,황병국,정재영,롯데쇼핑㈜롯데엔터테인먼트,632553,11,0.0
20050134,불안,110.0,3,1,마누엘 데 올리베이라,리타 블랑코,(주)이모션픽처스,1222,06,0.0
20050290,로드 오브 워,118.0,2,2,앤드류 니콜,에단 호크,미디어필름인터내셔날(주),103445,11,0.0
20050201,천리마 축구단,80.0,3,10,다니엘 고든,폴 니콜슨,(주)동숭아트센터,1902,08,0.0
20050137,우주전쟁,116.0,2,1,스티븐 스필버그,톰 크루즈,UIP코리아,2643153,07,0.0
20050109,권태,121.0,3,1,세드릭 칸,소피 귀레민,㈜영화사 백두대간,9777,06,1.0
20050248,리플리스 게임,112.0,3,1,릴리아나 카바니,존 말코비치,스폰지,4059,10,0.0
20050196,루시아,128.0,3,7,훌리오 메뎀,파즈 베가,스폰지,3137,09,1.0
20050091,미안해,103.0,3,1,토가시 신,히사노 마사히로,㈜인디스토리,1440,05,0.0
20050224,거칠마루,87.0,1,2,김진성,권민기,(주)스폰지이엔티,1894,09,0.0
20050029,엄마,96.0,1,1,구성주,고두심,영화사청어람(주),161780,04,0.0
20050106,극장전,89.0,1,1,홍상수,김상경,영화사청어람(주),39555,05,1.0
20050215,"라스트 라이프, 라스트 러브",108.0,3,1,펜엑 라타나루앙,아사노 타다노부,(주)영화랑,4929,09,0.0
20050143,스팀보이,125.0,3,12,오토모 가츠히로,코니시 마나미,대원씨앤에이홀딩스,58693,08,0.0
20050035,69 식스티 나인,113.0,3,1,이상일,츠마부키 사토시,스폰지,14778,03,0.0
20050168,로봇(애니),90.0,2,5,카를로스 살다나,할리 베리,이십세기폭스필름코퍼레이션,623723,07,0.0
20050117,pm 11:14,85.0,2,1,그레그 마크스,힐러리 스웽크,(주)쇼박스,228934,06,0.0
20050251,빨간 구두,122.0,3,1,세르지오 카스텔리토,페넬로페 크루즈,(주)아펙스 엔터테인먼트,3775,10,1.0
20040793,"제니, 주노",102.0,1,1,김호준,김혜성,쇼이스트(주),216516,02,0.0
20050321,브로큰 플라워,105.0,2,5,짐 자무시,빌 머레이,스폰지,19419,12,1.0
20050065,트리플 X2 : 넥스트 레벨,100.0,2,11,리 타마호리,사무엘 L. 잭슨,소니픽쳐스릴리징코리아,465276,04,0.0
20050274,골!,117.0,2,1,대니 캐넌,스티븐 딜레인,브에나비스타인터내셔널코리아,10926,11,0.0
20050291,그림형제 : 마르바덴 숲의 전설,118.0,2,1,테리 길리엄,히스 레저,쇼이스트(주),723385,11,0.0
20050205,그녀는 요술쟁이,101.0,2,5,노라 에프론,니콜 키드먼,소니픽쳐스릴리징코리아,234899,08,0.0
20050087,그루지,92.0,3,8,시미즈 다카시,사라 미셀 겔러,(주)튜브엔터테인먼트,553014,05,0.0
20050063,거북이도 난다,97.0,3,1,바흐만 고바디,아바즈 라티프,CJ ENM,13731,04,0.0
20050108,게스후,105.0,2,5,케빈 로드니 설리반,애쉬튼 커처,이십세기폭스필름코퍼레이션,123103,09,0.0
20050084,씬 시티,125.0,2,11,프랭크 밀러,미키 루크,쇼이스트(주),311066,06,1.0
20040797,마더 데레사,118.0,3,1,파브리지오 코스타,올리비아 핫세,미디어필름인터내셔날(주),60460,01,0.0
20050304,천국의 아이들 2 - 시험보는 날,78.0,3,1,골람 레자 라메자니,메흐다드 하사니,(주)영화사한결,16520,11,0.0
20050012,레이,152.0,2,1,테일러 핵포드,케리 워싱턴,UIP코리아,214630,02,0.0
20050278,월래스와 그로밋 : 거대토끼의 저주,84.0,3,12,닉 파크,랄프 파인즈,CJ ENM,351449,11,0.0
20050240,별별 이야기,72.0,1,12,이애림,백현주,영화사청어람(주),5906,09,0.0
20050048,미스 에이전트2 : 라스베가스 잠입사건,115.0,2,2,존 파스킨,산드라 블록,워너브러더스 코리아(주),139358,04,0.0
20050033,Mr.히치: 당신을 위한 데이트 코치,118.0,2,7,앤디 테넌트,윌 스미스,소니픽쳐스릴리징코리아,607754,03,0.0
20040772,역전의 명수,122.0,1,5,박흥식,정준호,(주)시네마서비스,510290,04,0.0
20050204,바리바리 짱,86.0,1,5,정창욱,김시덕,CJ ENM,9750,08,0.0
20050020,우디 앨런의 애니씽 엘스,108.0,2,5,우디 알렌,우디 앨런,(주)동숭아트센터,9300,02,0.0
20050230,헐리우드 엔딩,111.0,2,5,우디 알렌,테이어 레오니,㈜영화사 백두대간,7799,09,0.0
20050142,여고괴담 4 : 목소리,104.0,1,8,최익환,김옥빈,(주)시네마서비스,397327,07,0.0
20050047,에쥬케이터,131.0,3,1,한스 바인가르트너,줄리아 옌체,스폰지,2232,05,0.0
20050202,불량공주 모모코,103.0,3,1,나카시마 테츠야,후카다 쿄코,CJ ENM,18782,09,0.0
20050183,피오릴레,117.0,3,1,비토리오 타비아니,클라우디오 비가글리,㈜영화사 백두대간,2637,08,0.0
20048020,철수♡영희,83.0,1,1,황규덕,박태용,스폰지,4504,01,0.0
20050316,다섯은 너무 많아,80.0,1,1,안슬기,김도균,(사)한국독립영화협회,2667,11,0.0
20050225,찰리와 초콜릿 공장,114.0,2,5,팀 버튼,프레디 하이모어,워너브러더스 코리아(주),1282348,09,0.0
20050227,한길수,92.0,1,11,이인수,안재모,미디어라인코리아,2534,09,0.0
20050277,40살까지 못해본 사람,115.0,2,5,주드 아패토우,캐서린 키너,UIP코리아,50339,11,1.0
20050062,링2(2005),109.0,2,8,나카타 히데오,사이먼 베이커,CJ ENM,183318,06,0.0
20050254,퍼펙트 웨딩(몬스터 인 로),101.0,2,5,로버트 루게틱,제인 폰다,(주)튜브엔터테인먼트,109414,10,0.0
20050191,오픈 워터,79.0,2,1,크리스 켄티스,블랜차드 라이언,CJ ENM,50611,08,0.0
20050186,옹박 : 두번째 미션,110.0,3,2,프라챠 핀카엡,토니 자,(주)쇼박스,341968,08,0.0
20050145,판타스틱4,105.0,2,2,팀 스토리,제시카 알바,이십세기폭스코리아(주),564263,08,0.0
20050176,부기맨,88.0,2,8,스테판 케이,배리 왓슨,(주)쇼박스,75950,07,0.0
20050074,밀리언즈,94.0,3,5,대니 보일,알렉산더 나단 에텔,CJ ENM,178588,05,0.0
20050072,착신아리2,106.0,3,8,츠카모토 렌페이,요시자와 히사시,CJ ENM,292882,04,0.0
20050014,쏘우,100.0,2,3,제임스 완,캐리 엘위스,(주)영화사한결,240762,03,1.0
20040769,스노우 워커,103.0,3,1,찰스 마틴 스미스,아나벨라 피가턱,필름뱅크(주),1556,02,0.0
20030118,초승달과 밤배,105.0,1,1,장길수,김애경,엔넷커뮤니케이션(주),3518,08,0.0
20040626,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,87.0,1,2,김준,이정구,(주)스폰지이엔티,21177,07,0.0
20040788,깃,80.0,1,1,송일곤,이소연,주식회사 루믹스미디어,3060,01,0.0
20050036,가능한 변화들,114.0,1,1,민병국,김유석,(주)무비넷,2011,03,1.0
20040771,레드 아이,98.0,1,8,김동빈,송일국,영화사청어람(주),210793,02,0.0
20050165,허비,100.0,2,5,안젤라 로빈슨,마이클 키튼,브에나비스타인터내셔널코리아,50040,08,0.0
20050322,프라임 러브,105.0,2,5,벤 영거,메릴 스트립,(주)튜브엔터테인먼트,209747,12,0.0
20050181,펭귄 - 위대한 모험(다큐),85.0,3,10,뤽 자케,샤를스 베르링,(주)튜브엔터테인먼트,78479,08,0.0
20050255,플라이트 플랜,98.0,2,1,로베르트 슈벤트케,피터 사스가드,브에나비스타인터내셔널코리아,687833,11,0.0
20050293,터치 오브 스파이스,107.0,3,1,타소스 불메티스,오디세즈 파파스필리오풀로스,프리비젼엔터테인먼트,3246,11,0.0
20050259,트랜스포터 엑스트림,87.0,2,2,루이스 리테리어,제이슨 스타뎀,이십세기폭스필름코퍼레이션,89988,10,0.0
20050226,토니 타키타니,76.0,3,1,이치카와 준,이세이 오가타,스폰지,11701,09,1.0
20050095,킨제이 보고서,118.0,2,1,빌 콘돈,리암 니슨,미디어라인코리아,43422,05,1.0
20050257,케이브,97.0,3,1,브루스 헌트,콜 하우저,CJ ENM,214045,10,0.0
20050207,크림슨 리버2,98.0,3,11,올리비에 다한,장 르노,미디어라인코리아,140692,09,0.0
20050319,저스트 라이크 헤븐,94.0,2,5,마크 S. 워터스,마크 러팔로,CJ ENM,259980,12,0.0
20050161,즐거운 경찰,99.0,2,5,스티븐 헤렉,토미 리 존스,소니픽쳐스릴리징코리아,1046,07,0.0
20050289,엘리자베스타운,123.0,2,5,카메론 크로우,수잔 서랜든,UIP코리아,77588,11,0.0
20050253,유령신부(애니),77.0,3,12,팀 버튼,헬레나 본햄 카터,워너브러더스 코리아(주),433751,11,0.0
20050331,"우리, 사랑해도 되나요?",102.0,2,7,토마스 베주차,클레어 데인즈,이십세기폭스필름코퍼레이션,64914,12,0.0
20050198,인 굿 컴퍼니,109.0,2,5,폴 웨이츠,토퍼 그레이스,스폰지,185406,08,0.0
20050107,은하수를 여행하는 히치하이커를 위한 안내서,110.0,2,5,가스 제닝스,모스 데프,브에나비스타인터내셔널코리아,20292,08,0.0
20050185,애프터 선셋,97.0,2,5,브렛 래트너,셀마 헤이엑,롯데쇼핑㈜롯데엔터테인먼트,270895,08,0.0
20040710,오픈 레인지,120.0,2,2,케빈 코스트너,로버트 듀발,(주)영화사한결,7972,10,0.0
20050144,아일랜드,135.0,2,1,마이클 베이,이완 맥그리거,워너브러더스 코리아(주),3218811,07,0.0
20050184,사랑은 타이밍,127.0,3,5,세드릭 클래피쉬,로맹 뒤리스,미디어필름인터내셔날(주),1488,11,0.0
20050275,스테이,99.0,2,1,마크 포스터,이완 맥그리거,이십세기폭스필름코퍼레이션,31127,11,0.0
20050222,신데렐라맨,144.0,2,1,론 하워드,르네 젤위거,브에나비스타인터내셔널코리아,405215,09,0.0
20050188,사울과 다윗,112.0,3,1,마르셀로 발디,기아니 가르코,씨네마오병이어(주),1652,07,0.0
20050147,샤크보이와 라바걸의 모험 : 3-D,92.0,2,2,로버트 로드리게즈,테일러 로트너,소니픽쳐스릴리징코리아,33934,07,0.0
20050182,스켈리톤 키,103.0,2,8,이안 소프틀리,케이트 허드슨,UIP코리아,46971,08,0.0
20050018,숨바꼭질,102.0,2,1,존 폴슨,로버트 드 니로,이십세기폭스필름코퍼레이션,688900,02,0.0
20050179,스텔스,116.0,2,2,롭 코헨,제시카 비엘,소니픽쳐스릴리징코리아,532360,07,0.0
20050228,보글보글 스폰지밥(애니),87.0,2,12,스티븐 힐렌버그,톰 케니,UIP코리아,69501,09,0.0
20050341,빅 화이트,104.0,2,5,마크 미로드,로빈 윌리엄스,CJ ENM,6769,12,0.0
20050154,발리언트(애니),75.0,3,5,게리 채프먼,이완 맥그리거,브에나비스타인터내셔널코리아,128422,08,0.0
20050272,빙 줄리아,103.0,3,1,이스트반 자보,제레미 아이언스,(주)쇼타임,2907,10,0.0
20050152,베니스의 상인,116.0,3,1,마이클 래드포드,린 콜린스,미디어라인코리아,132228,10,0.0
20050286,블루스톰,109.0,2,2,존 스톡웰,폴 워커,이십세기폭스필름코퍼레이션,24729,11,0.0
20040714,맨츄리안 캔디데이트,129.0,2,3,조나단 드미,메릴 스트립,UIP코리아,13826,03,0.0
20050285,레알,89.0,3,10,보르하 만소,제시카 볼,CJ ENM,11974,11,0.0
20050263,레전드 오브 조로,130.0,2,2,마틴 캠벨,캐서린 제타-존스,소니픽쳐스릴리징코리아,295068,10,0.0
20050235,레이어 케이크,105.0,3,1,매튜 본,톰 하디,소니픽쳐스릴리징코리아,1377,09,1.0
20050218,랜드 오브 데드,92.0,2,8,조지 A. 로메로,데니스 호퍼,UIP코리아,76312,09,1.0
20050026,"독일, 창백한 어머니",121.0,3,1,헬마 잔더스-브람스,에바 마테스,㈜영화사 백두대간,1730,02,0.0
20050320,둠,104.0,2,2,안드레이 바르코비악,칼 어번,UIP코리아,34799,12,1.0
20050284,도쿄타워,125.0,3,1,미나모토 타카시,한다 켄토,스폰지,50835,11,1.0
20050221,나이트 플라이트,85.0,2,3,웨스 크레이븐,킬리언 머피,CJ ENM,296670,09,0.0
20050249,날 미치게하는 남자,102.0,2,5,바비 패럴리,지미 펄론,이십세기폭스필름코퍼레이션,109955,10,0.0
20050260,나이트 워치,114.0,3,2,티무르 베크맘베토브,콘스탄틴 카벤스키,이십세기폭스필름코퍼레이션,1364,12,1.0
